dispute_id,txn_id,dispute_open_date,merchant_id,channel,country,amount_usd,reason_code,dispute_amount_usd,evidence_quality,response_time_days,outcome,cb_fee_usd,risk_tier,tenure_months,monthly_volume_usd,refund_rate
D0001525,T0090932,2025-05-13,M0066,CNP,CA,79.26,NO_AUTH,79.26,41,8,LOSS,15.79,High,20,48133.5,0.2473
D0001526,T0090973,2024-11-19,M0053,CNP,BR,74.56,FRAUD,74.56,44,14,WIN,15.75,High,22,46721.07,0.1541
D0001527,T0090999,2025-12-19,M0010,CNP,US,46.1,NOT_RECEIVED,46.1,61,7,LOSS,15.46,Medium,6,27072.79,0.0214
D0001528,T0091126,2025-11-25,M0018,CNP,US,56.26,NOT_RECEIVED,56.26,35,7,LOSS,15.56,High,8,74764.75,0.1323
D0001529,T0091152,2024-04-17,M0012,CNP,DE,12.46,DUPLICATE,12.46,64,7,LOSS,15.12,High,58,49562.94,0.1378
D0001530,T0091175,2025-03-24,M0140,CNP,US,71.02,NOT_RECEIVED,71.02,87,9,WIN,15.71,High,26,65505.29,0.0481
D0001531,T0091318,2024-05-21,M0146,CNP,US,15.28,NO_AUTH,15.28,83,2,WIN,15.15,Low,51,91662.42,0.296
D0001532,T0091326,2024-07-21,M0151,CNP,US,38.79,NOT_RECEIVED,38.79,89,2,WIN,15.39,Low,51,20560.18,0.0485
D0001533,T0091358,2025-02-04,M0018,CP,US,69.55,FRAUD,69.55,16,7,LOSS,15.7,High,8,74764.75,0.1323
D0001534,T0091382,2025-01-31,M0113,CNP,US,46.32,CANCELLED,46.32,54,4,LOSS,15.46,Medium,33,29790.03,0.0771
D0001535,T0091492,2024-12-03,M0076,CNP,US,11.43,FRAUD,7.06,48,7,WIN,15.07,Medium,29,20057.43,0.125
D0001536,T0091531,2025-11-20,M0122,CNP,US,39.75,NOT_RECEIVED,31.94,66,0,WIN,15.32,Medium,40,28292.05,0.1652
D0001537,T0091595,2024-07-07,M0037,CNP,US,68.4,NO_AUTH,68.4,51,10,LOSS,15.68,High,51,35095.5,0.3076
D0001538,T0091599,2024-07-14,M0158,CNP,US,14.38,FRAUD,14.38,53,4,WIN,15.14,Low,33,39673.47,0.0614
D0001539,T0091649,2024-09-06,M0040,CNP,US,11.26,NO_AUTH,11.26,66,4,LOSS,15.11,Medium,38,24372.57,0.1309
D0001540,T0091685,2024-01-16,M0087,CNP,US,97.33,FRAUD,97.33,63,9,WIN,15.97,Medium,6,22419.39,0.0679
D0001541,T0091772,2024-02-23,M0186,CNP,BR,39.28,NOT_RECEIVED,39.28,77,3,WIN,15.39,Low,27,27078.71,0.1395
D0001542,T0091815,2025-01-25,M0164,CP,US,25.81,NOT_AS_DESCRIBED,25.81,61,6,LOSS,15.26,Low,24,52404.16,0.1241
D0001543,T0091883,2025-04-08,M0049,CNP,IN,131.72,NOT_AS_DESCRIBED,84.76,74,5,WIN,15.85,High,40,15164.34,0.118
D0001544,T0091916,2024-02-21,M0217,CNP,US,44.1,NOT_AS_DESCRIBED,44.1,39,8,LOSS,15.44,High,5,61459.55,0.238
D0001545,T0091943,2024-07-06,M0018,CP,US,50.83,FRAUD,50.83,41,11,LOSS,15.51,High,8,74764.75,0.1323
D0001546,T0091944,2025-05-07,M0167,CNP,US,64.45,DUPLICATE,64.45,63,8,WIN,15.64,Low,19,26028.74,0.1349
D0001547,T0091950,2025-02-01,M0067,CNP,US,45.79,FRAUD,45.79,76,10,LOSS,15.46,Low,54,62383.92,0.0924
D0001548,T0091974,2025-03-29,M0053,CNP,US,25.87,NO_AUTH,25.87,38,9,LOSS,15.26,High,22,46721.07,0.1541
D0001549,T0092035,2024-06-01,M0047,CP,IN,16.51,NOT_AS_DESCRIBED,16.51,70,7,WIN,15.17,Low,27,38210.86,0.0126
D0001550,T0092046,2024-10-21,M0099,CNP,US,72.39,FRAUD,72.39,54,6,LOSS,15.72,High,38,30501.69,0.1494
D0001551,T0092111,2025-10-05,M0180,CNP,UK,23.57,FRAUD,23.57,40,8,LOSS,15.24,High,30,12236.82,0.0658
D0001552,T0092123,2024-09-02,M0053,CNP,UK,28.99,NOT_RECEIVED,28.99,48,9,LOSS,15.29,High,22,46721.07,0.1541
D0001553,T0092228,2024-10-19,M0005,CNP,UK,39.85,NOT_RECEIVED,39.85,69,6,WIN,15.4,Medium,26,60766.9,0.3188
D0001554,T0092392,2024-03-17,M0131,CNP,US,17.2,CANCELLED,17.2,65,4,LOSS,15.17,Medium,34,32911.99,0.1893
D0001555,T0092416,2025-02-16,M0172,CNP,UK,32.59,NOT_AS_DESCRIBED,32.59,37,9,LOSS,15.33,High,6,24174.45,0.1046
D0001556,T0092462,2025-02-14,M0072,CNP,US,24.08,NO_AUTH,24.08,56,5,LOSS,15.24,Medium,12,25031.8,0.1174
D0001557,T0092534,2024-09-24,M0240,CNP,IN,21.79,NO_AUTH,21.79,73,4,LOSS,15.22,Medium,38,35720.35,0.0238
D0001558,T0092546,2025-02-04,M0146,CNP,IN,53.31,NO_AUTH,53.31,80,5,WIN,15.53,Low,51,91662.42,0.296
D0001559,T0092582,2024-08-29,M0225,CNP,US,122.76,PROCESSING_ERROR,122.76,77,4,LOSS,16.23,Low,43,72631.4,0.2017
D0001560,T0092661,2024-01-22,M0050,CP,CA,16.14,NO_AUTH,16.14,79,5,LOSS,15.16,Low,46,10715.4,0.0899
D0001561,T0092754,2024-05-12,M0217,CNP,US,95.61,DUPLICATE,95.61,67,9,LOSS,15.96,High,5,61459.55,0.238
D0001562,T0092758,2024-09-13,M0087,CP,US,15.31,DUPLICATE,15.31,61,7,LOSS,15.15,Medium,6,22419.39,0.0679
D0001563,T0092843,2024-08-16,M0034,CNP,US,42.65,FRAUD,42.65,61,8,LOSS,15.43,Medium,33,39579.81,0.0391
D0001564,T0092847,2024-08-16,M0155,CNP,US,161.67,FRAUD,161.67,71,10,LOSS,16.62,High,26,37395.92,0.0659
D0001565,T0092884,2025-04-22,M0015,CNP,US,83.97,FRAUD,29.34,37,4,WIN,15.29,Low,43,87103.18,0.2223
D0001566,T0092954,2024-12-21,M0167,CNP,US,37.13,DUPLICATE,37.13,50,5,LOSS,15.37,Low,19,26028.74,0.1349
D0001567,T0092996,2025-08-01,M0084,CNP,AU,19.6,NO_AUTH,9.82,76,7,LOSS,15.1,Low,50,20052.46,0.1048
D0001568,T0093014,2024-03-11,M0027,CNP,US,10.95,NO_AUTH,10.95,44,8,LOSS,15.11,High,24,41277.19,0.1463
D0001569,T0093129,2025-12-03,M0056,CNP,US,11.85,NO_AUTH,11.85,52,7,LOSS,15.12,High,3,56321.5,0.1856
D0001570,T0093157,2024-01-30,M0228,CP,AU,223.37,NOT_RECEIVED,223.37,73,9,WIN,17.23,Medium,35,30622.69,0.0717
D0001571,T0093163,2024-06-08,M0117,CP,US,16.94,NOT_RECEIVED,16.94,50,7,LOSS,15.17,Medium,3,14356.15,0.0588
D0001572,T0093193,2024-09-24,M0107,CNP,BR,116.58,FRAUD,116.58,61,2,WIN,16.17,Low,47,70271.15,0.1826
D0001573,T0093249,2024-07-24,M0217,CNP,US,32.44,FRAUD,21.28,44,5,LOSS,15.21,High,5,61459.55,0.238
D0001574,T0093261,2024-06-01,M0014,CNP,US,50.5,FRAUD,25.69,61,8,LOSS,15.26,Medium,45,36488.93,0.108
D0001575,T0093622,2025-02-20,M0173,CP,US,50.76,NOT_RECEIVED,50.76,76,5,LOSS,15.51,Medium,46,34502.38,0.2489
D0001576,T0093881,2024-02-27,M0016,CNP,US,19.13,NO_AUTH,11.49,39,4,LOSS,15.11,Low,47,21629.22,0.1475
D0001577,T0093947,2025-11-28,M0109,CP,CA,20.79,NOT_AS_DESCRIBED,20.79,62,10,LOSS,15.21,Medium,28,15848.81,0.0784
D0001578,T0093981,2025-07-15,M0159,CNP,US,172.64,NOT_AS_DESCRIBED,172.64,76,6,LOSS,16.73,Low,30,59311.28,0.0242
D0001579,T0094018,2025-06-27,M0229,CNP,US,101.93,DUPLICATE,101.93,48,9,WIN,16.02,Medium,33,65258.65,0.1468
D0001580,T0094040,2024-05-26,M0148,CNP,US,33.15,NOT_RECEIVED,33.15,69,7,WIN,15.33,Low,14,17798.59,0.1024
D0001581,T0094046,2024-05-07,M0212,CNP,US,19.2,NOT_RECEIVED,19.2,74,3,WIN,15.19,Low,43,27966.4,0.1359
D0001582,T0094138,2025-12-09,M0110,CNP,US,54.31,NO_AUTH,54.31,51,12,LOSS,15.54,High,42,37458.97,0.0602
D0001583,T0094212,2025-02-03,M0005,CNP,US,91.76,FRAUD,72.18,55,8,LOSS,15.72,Medium,26,60766.9,0.3188
D0001584,T0094229,2024-10-22,M0116,CNP,US,41.61,NO_AUTH,41.61,70,8,WIN,15.42,Medium,34,48296.69,0.0327
D0001585,T0094353,2024-05-16,M0133,CNP,US,18.79,NO_AUTH,18.79,66,2,WIN,15.19,Low,6,31080.02,0.055
D0001586,T0094365,2024-09-09,M0015,CP,US,28.43,DUPLICATE,28.43,58,9,LOSS,15.28,Low,43,87103.18,0.2223
D0001587,T0094377,2025-12-15,M0162,CNP,CA,49.97,NO_AUTH,17.96,61,2,WIN,15.18,Low,40,50479.41,0.0629
D0001588,T0094530,2025-04-25,M0005,CNP,MX,32.94,NOT_AS_DESCRIBED,32.94,57,7,LOSS,15.33,Medium,26,60766.9,0.3188
D0001589,T0094547,2024-07-14,M0207,CNP,MX,31.51,FRAUD,31.51,78,1,WIN,15.32,Low,46,16907.89,0.1632
D0001590,T0094641,2025-11-01,M0107,CNP,BR,43.22,FRAUD,21.47,71,7,WIN,15.21,Low,47,70271.15,0.1826
D0001591,T0094729,2024-08-28,M0170,CNP,US,78.21,NOT_RECEIVED,78.21,52,3,LOSS,15.78,Medium,2,22049.08,0.1157
D0001592,T0094732,2024-01-29,M0032,CNP,US,48.98,FRAUD,48.98,48,6,LOSS,15.49,Low,14,18679.14,0.0959
D0001593,T0094733,2025-11-28,M0224,CP,US,22.79,NOT_RECEIVED,22.79,81,7,LOSS,15.23,Medium,12,39851.61,0.0892
D0001594,T0094739,2024-04-30,M0035,CNP,IN,12.47,FRAUD,12.47,84,3,WIN,15.12,Medium,53,29028.48,0.2516
D0001595,T0094786,2024-02-01,M0039,CNP,US,56.91,PROCESSING_ERROR,56.91,89,9,WIN,15.57,Low,17,16433.37,0.1369
D0001596,T0094877,2025-02-13,M0146,CNP,DE,53.09,DUPLICATE,53.09,83,2,WIN,15.53,Low,51,91662.42,0.296
D0001597,T0094928,2024-03-28,M0211,CNP,US,25.93,NOT_RECEIVED,25.93,57,5,WIN,15.26,Medium,16,25915.87,0.0854
D0001598,T0094954,2025-06-05,M0044,CNP,US,47.79,FRAUD,47.79,80,7,WIN,15.48,Low,21,32250.26,0.237
D0001599,T0095012,2025-03-10,M0222,CNP,US,34.62,FRAUD,34.62,43,7,LOSS,15.35,High,27,26322.61,0.0702
D0001600,T0095195,2024-09-13,M0012,CNP,DE,29.84,FRAUD,21.14,76,6,LOSS,15.21,High,58,49562.94,0.1378
D0001601,T0095291,2025-11-17,M0195,CNP,AU,75.6,FRAUD,75.6,87,7,LOSS,15.76,High,57,26130.7,0.218
D0001602,T0095361,2024-08-19,M0131,CNP,CA,49.96,FRAUD,49.96,80,6,WIN,15.5,Medium,34,32911.99,0.1893
D0001603,T0095651,2024-10-22,M0185,CNP,US,27.09,NOT_RECEIVED,27.09,78,4,WIN,15.27,Low,30,22183.14,0.1226
D0001604,T0095652,2025-02-11,M0110,CNP,US,14.02,NOT_RECEIVED,14.02,64,4,LOSS,15.14,High,42,37458.97,0.0602
D0001605,T0095736,2024-11-06,M0169,CNP,DE,23.64,NO_AUTH,23.64,53,7,WIN,15.24,Low,20,57252.95,0.0774
D0001606,T0095873,2025-01-10,M0077,CP,US,11.3,NOT_AS_DESCRIBED,11.3,52,6,LOSS,15.11,High,20,17178.23,0.2409
D0001607,T0095900,2024-12-26,M0224,CNP,US,60.7,NOT_RECEIVED,60.7,61,6,WIN,15.61,Medium,12,39851.61,0.0892
D0001608,T0095911,2024-07-23,M0076,CNP,US,11.12,DUPLICATE,9.9,52,5,LOSS,15.1,Medium,29,20057.43,0.125
D0001609,T0096027,2024-12-11,M0204,CNP,US,77.49,PROCESSING_ERROR,77.49,91,3,LOSS,15.77,Medium,42,44139.11,0.1369
D0001610,T0096058,2024-12-06,M0246,CNP,US,49.65,FRAUD,49.65,49,3,LOSS,15.5,Medium,5,40929.63,0.0315
D0001611,T0096090,2025-08-12,M0209,CNP,DE,43.98,NOT_RECEIVED,43.98,55,10,LOSS,15.44,High,16,34308.47,0.2676
D0001612,T0096105,2024-04-07,M0225,CNP,US,41.66,NOT_AS_DESCRIBED,33.85,77,7,WIN,15.34,Low,43,72631.4,0.2017
D0001613,T0096158,2025-02-02,M0228,CNP,UK,43.7,FRAUD,43.7,76,11,LOSS,15.44,Medium,35,30622.69,0.0717
D0001614,T0096281,2025-10-27,M0215,CNP,US,22.97,FRAUD,22.97,33,7,LOSS,15.23,High,44,13899.52,0.3098
D0001615,T0096335,2025-07-07,M0007,CNP,IN,15.15,NOT_RECEIVED,15.15,69,9,WIN,15.15,High,6,19683.27,0.1304
D0001616,T0096387,2025-09-29,M0019,CNP,US,17.4,FRAUD,17.4,72,3,LOSS,15.17,Medium,50,20915.91,0.2029
D0001617,T0096401,2025-12-21,M0232,CNP,US,123.14,NOT_AS_DESCRIBED,123.14,66,4,LOSS,16.23,Medium,51,73255.92,0.0895
D0001618,T0096428,2025-12-06,M0024,CNP,BR,57.9,NOT_AS_DESCRIBED,57.9,74,6,LOSS,15.58,Low,55,10036.03,0.0291
D0001619,T0096473,2024-02-02,M0219,CNP,US,16.47,NOT_RECEIVED,13.24,57,6,WIN,15.13,Medium,27,32856.34,0.0267
D0001620,T0096577,2024-09-14,M0052,CP,US,58.21,NO_AUTH,58.21,61,5,WIN,15.58,Low,12,16673.8,0.065
D0001621,T0096621,2025-07-04,M0005,CP,US,46.87,NO_AUTH,46.87,84,5,WIN,15.47,Medium,26,60766.9,0.3188
D0001622,T0096669,2024-05-10,M0005,CNP,US,28.97,DUPLICATE,28.97,57,14,LOSS,15.29,Medium,26,60766.9,0.3188
D0001623,T0096755,2024-03-06,M0173,CNP,US,133.05,NO_AUTH,133.05,52,5,LOSS,16.33,Medium,46,34502.38,0.2489
D0001624,T0096791,2024-05-15,M0066,CNP,UK,24.64,FRAUD,24.64,41,11,LOSS,15.25,High,20,48133.5,0.2473
D0001625,T0096889,2025-02-19,M0217,CNP,US,40.87,FRAUD,40.87,55,11,LOSS,15.41,High,5,61459.55,0.238
D0001626,T0096890,2025-05-09,M0140,CNP,US,59.03,NOT_AS_DESCRIBED,59.03,63,6,WIN,15.59,High,26,65505.29,0.0481
D0001627,T0096910,2025-12-01,M0045,CNP,CA,23.99,NOT_AS_DESCRIBED,23.99,44,8,LOSS,15.24,High,5,26730.24,0.1546
D0001628,T0097028,2025-01-24,M0032,CNP,IN,157.76,NOT_AS_DESCRIBED,157.76,62,8,LOSS,16.58,Low,14,18679.14,0.0959
D0001629,T0097107,2024-03-01,M0068,CP,US,26.08,NO_AUTH,26.08,76,4,WIN,15.26,Low,22,11321.28,0.1388
D0001630,T0097152,2024-05-06,M0134,CNP,US,83.5,FRAUD,83.5,70,4,LOSS,15.84,Low,33,20432.24,0.0558
D0001631,T0097225,2024-06-25,M0053,CNP,US,27.21,FRAUD,9.86,40,8,WIN,15.1,High,22,46721.07,0.1541
D0001632,T0097338,2025-05-06,M0015,CNP,US,11.51,FRAUD,11.51,45,4,LOSS,15.12,Low,43,87103.18,0.2223
D0001633,T0097388,2024-07-07,M0094,CNP,US,112.12,NOT_RECEIVED,112.12,46,9,LOSS,16.12,High,23,32142.09,0.0594
D0001634,T0097454,2025-09-19,M0005,CNP,US,121.82,DUPLICATE,121.82,57,5,LOSS,16.22,Medium,26,60766.9,0.3188
D0001635,T0097566,2024-11-10,M0209,CNP,US,6.02,NOT_AS_DESCRIBED,6.02,51,7,LOSS,15.06,High,16,34308.47,0.2676
D0001636,T0097621,2024-10-27,M0015,CNP,US,23.6,NO_AUTH,23.6,69,3,WIN,15.24,Low,43,87103.18,0.2223
D0001637,T0097631,2024-07-17,M0116,CNP,US,89.35,DUPLICATE,89.35,64,8,LOSS,15.89,Medium,34,48296.69,0.0327
D0001638,T0097710,2024-06-13,M0070,CNP,US,76.97,NOT_AS_DESCRIBED,76.97,66,5,WIN,15.77,Low,28,13661.55,0.0534
D0001639,T0097756,2024-07-10,M0057,CNP,US,29.69,NOT_RECEIVED,29.69,67,9,LOSS,15.3,High,33,64214.82,0.0858
D0001640,T0097796,2025-06-19,M0188,CNP,US,34.47,NO_AUTH,34.47,63,6,LOSS,15.34,Low,23,35717.88,0.1445
D0001641,T0097823,2024-04-02,M0071,CP,US,63.6,CANCELLED,63.6,71,8,WIN,15.64,Low,47,31436.44,0.0856
D0001642,T0097901,2025-12-04,M0121,CNP,US,24.18,DUPLICATE,24.18,62,9,WIN,15.24,High,26,68052.17,0.1101
D0001643,T0097957,2024-03-23,M0041,CNP,US,27.25,FRAUD,27.25,55,10,WIN,15.27,Low,10,26980.41,0.2216
D0001644,T0097992,2024-12-13,M0121,CNP,UK,58.86,FRAUD,58.86,57,10,WIN,15.59,High,26,68052.17,0.1101
D0001645,T0098275,2024-08-12,M0193,CNP,US,20.95,NO_AUTH,20.95,90,5,LOSS,15.21,Medium,36,82395.85,0.0807
D0001646,T0098299,2024-11-11,M0122,CP,US,23.68,DUPLICATE,23.68,63,6,WIN,15.24,Medium,40,28292.05,0.1652
D0001647,T0098303,2025-01-07,M0041,CP,IN,145.82,NOT_RECEIVED,145.82,52,6,LOSS,16.46,Low,10,26980.41,0.2216
D0001648,T0098377,2024-07-11,M0241,CNP,US,28.54,FRAUD,28.54,47,7,LOSS,15.29,Low,9,17623.58,0.1219
D0001649,T0098402,2025-02-08,M0212,CP,BR,26.35,DUPLICATE,26.35,94,4,WIN,15.26,Low,43,27966.4,0.1359
D0001650,T0098452,2024-11-16,M0160,CP,BR,26.32,NOT_AS_DESCRIBED,9.27,89,4,WIN,15.09,Medium,47,15778.72,0.1981
D0001651,T0098465,2025-10-12,M0067,CNP,US,47.71,DUPLICATE,47.71,89,8,WIN,15.48,Low,54,62383.92,0.0924
D0001652,T0098467,2024-02-01,M0026,CNP,US,25.57,FRAUD,25.57,59,5,LOSS,15.26,Medium,38,34262.27,0.116
D0001653,T0098568,2024-06-07,M0121,CNP,US,16.57,FRAUD,16.57,58,10,LOSS,15.17,High,26,68052.17,0.1101
D0001654,T0098695,2025-06-10,M0229,CNP,BR,44.51,NOT_RECEIVED,35.39,78,4,LOSS,15.35,Medium,33,65258.65,0.1468
D0001655,T0098740,2024-12-05,M0247,CNP,MX,43.23,NOT_AS_DESCRIBED,43.23,63,7,WIN,15.43,Low,45,30979.91,0.0174
D0001656,T0098763,2024-02-22,M0098,CNP,US,39.6,FRAUD,39.6,63,4,WIN,15.4,Medium,41,32311.83,0.0678
D0001657,T0098808,2024-02-17,M0012,CNP,US,98.93,FRAUD,98.93,73,4,LOSS,15.99,High,58,49562.94,0.1378
D0001658,T0098826,2024-01-06,M0155,CNP,US,59.43,NOT_AS_DESCRIBED,59.43,42,10,LOSS,15.59,High,26,37395.92,0.0659
D0001659,T0098914,2024-05-12,M0127,CNP,BR,34.86,FRAUD,34.86,43,13,LOSS,15.35,High,5,39199.83,0.0737
D0001660,T0098915,2025-01-17,M0191,CNP,US,51.07,PROCESSING_ERROR,51.07,79,8,LOSS,15.51,Low,41,32883.72,0.1123
D0001661,T0099022,2025-12-15,M0018,CNP,CA,20.22,NOT_RECEIVED,20.22,63,14,WIN,15.2,High,8,74764.75,0.1323
D0001662,T0099083,2024-05-09,M0043,CNP,CA,52.18,PROCESSING_ERROR,52.18,77,9,WIN,15.52,Medium,42,21664.76,0.097
D0001663,T0099087,2025-04-16,M0083,CNP,IN,62.3,PROCESSING_ERROR,22.14,38,4,LOSS,15.22,Medium,10,55623.66,0.1209
D0001664,T0099090,2024-11-04,M0005,CNP,DE,27.36,FRAUD,27.36,91,5,WIN,15.27,Medium,26,60766.9,0.3188
D0001665,T0099102,2024-11-29,M0121,CNP,MX,56.19,NOT_AS_DESCRIBED,56.19,72,9,LOSS,15.56,High,26,68052.17,0.1101
D0001666,T0099147,2025-02-25,M0177,CP,US,41.2,FRAUD,41.2,76,5,LOSS,15.41,Low,43,45521.34,0.2029
D0001667,T0099165,2025-05-05,M0217,CNP,CA,174.1,NOT_RECEIVED,174.1,45,10,LOSS,16.74,High,5,61459.55,0.238
D0001668,T0099180,2025-08-21,M0122,CNP,US,23.77,FRAUD,23.77,82,2,WIN,15.24,Medium,40,28292.05,0.1652
D0001669,T0099317,2025-03-17,M0156,CNP,IN,59.53,NOT_AS_DESCRIBED,59.53,74,6,LOSS,15.6,Low,40,34969.05,0.043
D0001670,T0099338,2025-04-26,M0131,CNP,US,127.52,PROCESSING_ERROR,50.84,64,3,LOSS,15.51,Medium,34,32911.99,0.1893
D0001671,T0099442,2024-11-29,M0091,CNP,US,37.63,NOT_AS_DESCRIBED,37.63,69,6,WIN,15.38,Medium,26,32592.15,0.0321
D0001672,T0099552,2025-11-24,M0021,CP,US,61.59,PROCESSING_ERROR,61.59,69,6,LOSS,15.62,Low,30,49756.3,0.0933
D0001673,T0099583,2025-04-17,M0110,CNP,US,58.65,FRAUD,58.65,61,3,LOSS,15.59,High,42,37458.97,0.0602
D0001674,T0099608,2025-08-09,M0208,CNP,US,28.18,FRAUD,16.97,81,9,WIN,15.17,Medium,58,36374.94,0.1909
D0001675,T0099632,2024-10-02,M0135,CP,US,48.07,NOT_AS_DESCRIBED,48.07,76,7,WIN,15.48,Medium,47,45005.99,0.1818
D0001676,T0099669,2024-11-18,M0216,CNP,IN,71.23,NO_AUTH,71.23,64,7,LOSS,15.71,Low,17,50490.57,0.1177
D0001677,T0099684,2025-04-07,M0066,CNP,AU,68.13,DUPLICATE,31.35,43,7,LOSS,15.31,High,20,48133.5,0.2473
D0001678,T0099697,2025-10-18,M0228,CNP,DE,25.45,NOT_RECEIVED,25.45,65,8,LOSS,15.25,Medium,35,30622.69,0.0717
D0001679,T0099787,2024-02-19,M0034,CNP,MX,154.49,NOT_RECEIVED,154.49,81,10,WIN,16.54,Medium,33,39579.81,0.0391
D0001680,T0099824,2024-01-21,M0044,CNP,US,8.9,DUPLICATE,8.9,68,9,WIN,15.09,Low,21,32250.26,0.237
D0001681,T0099839,2024-05-27,M0009,CNP,US,40.73,NOT_RECEIVED,40.73,66,6,WIN,15.41,Low,12,38524.56,0.109
D0001682,T0099881,2025-06-15,M0192,CNP,CA,44.52,PROCESSING_ERROR,44.52,77,9,WIN,15.45,Low,38,28500.29,0.35
D0001683,T0100141,2024-09-13,M0083,CNP,US,48.25,FRAUD,48.25,68,9,WIN,15.48,Medium,10,55623.66,0.1209
D0001684,T0100159,2024-04-28,M0018,CNP,US,71.54,NOT_AS_DESCRIBED,71.54,58,9,WIN,15.72,High,8,74764.75,0.1323
D0001685,T0100226,2024-06-30,M0027,CNP,MX,34.53,NOT_RECEIVED,24.49,40,6,LOSS,15.24,High,24,41277.19,0.1463
D0001686,T0100301,2025-07-04,M0112,CNP,US,65.53,NOT_RECEIVED,65.53,59,5,WIN,15.66,Low,47,20707.25,0.1027
D0001687,T0100308,2025-08-23,M0011,CNP,IN,29.03,NO_AUTH,29.03,93,2,WIN,15.29,Low,32,50290.32,0.1061
D0001688,T0100423,2024-10-20,M0113,CP,IN,11.8,FRAUD,11.8,72,5,LOSS,15.12,Medium,33,29790.03,0.0771
D0001689,T0100490,2024-04-18,M0146,CNP,US,36.61,NO_AUTH,36.61,78,2,LOSS,15.37,Low,51,91662.42,0.296
D0001690,T0100504,2025-12-05,M0044,CNP,US,7.01,NOT_AS_DESCRIBED,7.01,57,9,LOSS,15.07,Low,21,32250.26,0.237
D0001691,T0100559,2024-12-23,M0018,CNP,US,22.74,FRAUD,22.74,28,11,LOSS,15.23,High,8,74764.75,0.1323
D0001692,T0100626,2025-03-10,M0037,CP,US,12.32,FRAUD,12.32,39,3,LOSS,15.12,High,51,35095.5,0.3076
D0001693,T0100652,2024-09-12,M0053,CNP,UK,80.79,FRAUD,80.79,37,10,LOSS,15.81,High,22,46721.07,0.1541
D0001694,T0100682,2025-02-07,M0044,CP,US,15.38,FRAUD,15.38,72,3,WIN,15.15,Low,21,32250.26,0.237
D0001695,T0100688,2024-06-16,M0224,CNP,US,45.3,NOT_AS_DESCRIBED,45.3,67,6,WIN,15.45,Medium,12,39851.61,0.0892
D0001696,T0100721,2025-12-22,M0035,CNP,AU,53.53,DUPLICATE,53.53,76,6,WIN,15.54,Medium,53,29028.48,0.2516
D0001697,T0100733,2024-04-02,M0053,CNP,UK,24.93,NO_AUTH,24.93,83,10,WIN,15.25,High,22,46721.07,0.1541
D0001698,T0100841,2025-11-09,M0008,CNP,US,88.09,FRAUD,88.09,59,0,WIN,15.88,Medium,42,30069.55,0.1107
D0001699,T0100869,2025-03-08,M0018,CNP,US,27.27,FRAUD,27.27,41,7,LOSS,15.27,High,8,74764.75,0.1323
D0001700,T0100878,2024-06-18,M0188,CNP,US,63.5,FRAUD,63.5,78,3,WIN,15.64,Low,23,35717.88,0.1445
D0001701,T0100880,2024-11-25,M0120,CNP,US,26.39,NOT_RECEIVED,21.07,60,10,LOSS,15.21,Medium,7,30415.08,0.0515
D0001702,T0100904,2025-07-24,M0244,CNP,BR,75.97,FRAUD,75.97,75,5,WIN,15.76,Low,39,17060.16,0.0312
D0001703,T0100933,2025-02-07,M0173,CNP,US,18.48,NOT_RECEIVED,18.48,62,6,LOSS,15.18,Medium,46,34502.38,0.2489
D0001704,T0100959,2025-11-12,M0140,CNP,US,18.61,NOT_AS_DESCRIBED,18.61,70,6,LOSS,15.19,High,26,65505.29,0.0481
D0001705,T0100996,2025-08-10,M0055,CNP,US,9.24,CANCELLED,9.24,80,10,WIN,15.09,Medium,30,29994.96,0.0733
D0001706,T0101068,2024-09-14,M0128,CNP,US,96.42,NOT_AS_DESCRIBED,96.42,63,4,WIN,15.96,Low,46,15158.16,0.0824
D0001707,T0101089,2025-05-11,M0027,CNP,US,41.01,CANCELLED,41.01,49,6,LOSS,15.41,High,24,41277.19,0.1463
D0001708,T0101105,2024-12-08,M0242,CNP,CA,149.36,CANCELLED,149.36,86,7,LOSS,16.49,Medium,35,54227.64,0.0803
D0001709,T0101267,2025-07-09,M0014,CNP,US,92.85,CANCELLED,92.85,72,9,WIN,15.93,Medium,45,36488.93,0.108
D0001710,T0101271,2024-04-01,M0058,CNP,BR,18.77,NO_AUTH,18.77,65,3,LOSS,15.19,Low,10,23309.44,0.173
D0001711,T0101342,2025-07-18,M0067,CNP,MX,14.25,FRAUD,14.25,73,7,WIN,15.14,Low,54,62383.92,0.0924
D0001712,T0101375,2025-11-29,M0058,CNP,US,21.49,FRAUD,9.93,66,7,LOSS,15.1,Low,10,23309.44,0.173
D0001713,T0101524,2024-03-24,M0028,CNP,MX,20.49,NO_AUTH,20.49,83,7,WIN,15.2,Low,49,28186.27,0.0723
D0001714,T0101628,2025-05-11,M0057,CNP,US,121.03,FRAUD,121.03,57,7,WIN,16.21,High,33,64214.82,0.0858
D0001715,T0101671,2025-07-21,M0193,CNP,BR,128.5,FRAUD,128.5,62,6,WIN,16.28,Medium,36,82395.85,0.0807
D0001716,T0101719,2024-12-27,M0067,CNP,US,32.53,NO_AUTH,32.53,82,4,LOSS,15.33,Low,54,62383.92,0.0924
D0001717,T0101766,2024-09-20,M0245,CNP,US,109.43,PROCESSING_ERROR,109.43,80,9,LOSS,16.09,High,38,41663.65,0.1471
